epoch,s_A,L_p,B_q,B_B,M_B,B_C,M_C,B_A,B_u,Loss
0,0.10000000149011612,0.345167338848114,2.8389787673950195,8.42065715789795,51.314796447753906,8.110344886779785,53.21445083618164,9.5006742477417,7.1766791343688965,0
1,0.06633788347244263,0.39106374979019165,2.609959125518799,7.897273063659668,46.13423538208008,7.536041259765625,47.87728500366211,9.40071964263916,6.8523664474487305,2.0471569728951795e+18
2,0.022984730079770088,0.48023706674575806,2.4153590202331543,7.4126296043396,41.73895263671875,7.00920295715332,43.51380157470703,9.300949096679688,6.53598690032959,370018381.55195314
3,0.010277005843818188,0.5420916676521301,2.304966688156128,7.1289143562316895,39.82465362548828,6.763156414031982,42.137847900390625,9.200973510742188,6.229030609130859,318.7108528137207
4,-0.012973169796168804,0.5832772254943848,2.203562021255493,6.925405502319336,38.92595672607422,6.668581962585449,41.71410369873047,9.123342514038086,5.936539649963379,12.55293583869934
5,-0.01737680286169052,0.6557638645172119,2.0839874744415283,6.705370903015137,37.95777130126953,6.617092609405518,41.42115020751953,9.142985343933105,5.770298004150391,2.2524380326271056
6,-0.012972514145076275,0.7288585901260376,2.006960391998291,6.552537441253662,37.350616455078125,6.597388744354248,41.30804443359375,9.146474838256836,5.758309841156006,0.8360454261302948
7,-0.002477204892784357,0.7799750566482544,1.9561735391616821,6.44468355178833,37.04037857055664,6.566601276397705,41.01689147949219,9.101819038391113,5.753775119781494,0.6790981709957122
8,0.0005694012506864965,0.824329137802124,1.938296914100647,6.385258674621582,36.69981384277344,6.5510101318359375,40.9345703125,9.060070991516113,5.741219997406006,0.5425788938999176
9,-0.00790687371045351,0.8600172400474548,1.940253496170044,6.357917308807373,36.487483978271484,6.546841144561768,40.93902587890625,9.024358749389648,5.732943058013916,0.42467525899410247
10,0.011104753240942955,0.8883721828460693,1.958945631980896,6.348925590515137,36.46432113647461,6.544620037078857,40.905948638916016,8.994540214538574,5.727229118347168,0.38635535538196564
