epoch,s_A,L_p,B_q,B_B,M_B,B_C,M_C,B_A,B_u,Loss
0,0.10000000149011612,0.345167338848114,2.8389787673950195,8.42065715789795,51.314796447753906,8.110344886779785,53.21445083618164,9.5006742477417,7.1766791343688965,0
1,0.03399994224309921,0.29376426339149475,2.5512642860412598,7.8554887771606445,45.58860778808594,7.497882843017578,47.3864631652832,9.40071964263916,6.852362155914307,1.2428175035227663e+30
2,-0.01041331421583891,0.3699858486652374,2.3841006755828857,7.4212822914123535,41.86796188354492,7.086666584014893,44.1129150390625,9.300890922546387,6.5359673500061035,1336319989.479602
3,-0.032773375511169434,0.4200045168399811,2.2761504650115967,7.286540508270264,41.046836853027344,6.987990856170654,43.54532241821289,9.232243537902832,6.229024410247803,19.59012017250061
4,-0.018531255424022675,0.4970049560070038,2.166825532913208,7.139557361602783,40.30609130859375,6.895131587982178,43.10828399658203,9.231563568115234,5.933009147644043,4.2990321040153505
5,-0.03551824763417244,0.6031032800674438,2.055098533630371,7.001887798309326,39.93133544921875,6.838602066040039,42.9599494934082,9.226195335388184,5.857151985168457,1.2748085379600524
6,-0.03308502957224846,0.6768316626548767,1.9596573114395142,6.921709060668945,39.59864044189453,6.813167572021484,42.9312744140625,9.223627090454102,5.863156795501709,0.6822470307350159
7,-0.0288448054343462,0.716082751750946,1.90692937374115,6.881957054138184,39.433380126953125,6.80515193939209,42.860389709472656,9.212881088256836,5.846433162689209,0.6216748476028442
8,-0.0366479754447937,0.7320840954780579,1.8886666297912598,6.867534160614014,39.389251708984375,6.804257869720459,42.885833740234375,9.184941291809082,5.818333625793457,0.6197602391242981
9,-0.038900990039110184,0.7379130125045776,1.8815287351608276,6.861043930053711,39.379783630371094,6.795558929443359,42.760704040527344,9.142041206359863,5.7868194580078125,0.615277749300003
10,-0.04053083807229996,0.7407937049865723,1.8807075023651123,6.857000350952148,39.37166213989258,6.788325309753418,42.646339416503906,9.095563888549805,5.753600120544434,0.6126102089881897
