epoch,s_A,L_p,B_q,B_B,M_B,B_C,M_C,B_A,B_u,Loss
0,-0.019999999552965164,0.2788344919681549,3.178281784057617,8.092520713806152,52.20105743408203,8.216081619262695,55.330543518066406,9.970145225524902,5.892328262329102,0
1,-0.01806141622364521,0.2952040731906891,3.1079463958740234,8.05928897857666,51.77521514892578,8.06822681427002,54.098167419433594,9.815988540649414,5.830728054046631,223.16210079193115
2,-0.015598933212459087,0.39498940110206604,3.12508225440979,7.970907688140869,50.89741897583008,7.9614386558532715,53.287384033203125,9.680127143859863,5.774716854095459,21.16486418247223
3,-0.049743156880140305,0.4268561899662018,3.1356358528137207,7.923608779907227,50.41436767578125,7.923350811004639,52.86567687988281,9.518383026123047,5.728982925415039,8.451745629310608
4,-0.05725153908133507,0.46263718605041504,3.1659135818481445,7.889254093170166,50.02013397216797,7.893547534942627,52.61811065673828,9.37028694152832,5.690611839294434,5.805254742503166
5,-0.07058098912239075,0.4555424451828003,3.2052907943725586,7.857328414916992,49.72798156738281,7.85871696472168,52.453529357910156,9.255583763122559,5.665584564208984,3.139685958623886
6,-0.06476262956857681,0.49091991782188416,3.2200980186462402,7.8398942947387695,49.415504455566406,7.848787784576416,52.46903991699219,9.1383056640625,5.647469997406006,3.0736368000507355
7,-0.0646805539727211,0.5356248617172241,3.217888355255127,7.832350730895996,49.26728439331055,7.839424133300781,52.36157989501953,9.016179084777832,5.640988349914551,2.5304726660251617
8,-0.0873018354177475,0.5578940510749817,3.2393834590911865,7.824556827545166,49.182098388671875,7.825254440307617,52.16871643066406,8.892359733581543,5.637219429016113,2.4030751287937164
9,-0.09616659581661224,0.5703531503677368,3.261228561401367,7.8173041343688965,49.18516159057617,7.8215155601501465,52.125465393066406,8.761805534362793,5.607011795043945,2.4147258698940277
10,-0.09468010812997818,0.6040976643562317,3.267000198364258,7.810900688171387,49.0067138671875,7.821490287780762,52.07611846923828,8.642948150634766,5.593166351318359,2.3300810903310776
