epoch,s_A,L_p,B_q,B_B,M_B,B_C,M_C,B_A,Loss
0,0.0,0.40915194153785706,4.900930881500244,7.736789703369141,50.04158401489258,8.419262886047363,52.88129806518555,9.813694953918457,0
1,-0.005809731315821409,0.3826969265937805,4.772695541381836,7.550979137420654,48.35584259033203,8.042455673217773,49.562564849853516,9.655627250671387,490183851.58261013
2,-0.0344635546207428,0.3507556617259979,4.691057205200195,7.460695266723633,47.82501220703125,7.882913112640381,48.80357360839844,9.505842208862305,45.35586953163147
3,-0.04683182016015053,0.2630419433116913,4.667011260986328,7.408139705657959,47.25571823120117,7.834044933319092,48.59160232543945,9.39609146118164,13.551204651594162
4,-0.07021565735340118,0.22030960023403168,4.673466205596924,7.356754302978516,46.86351776123047,7.8459014892578125,48.66141128540039,9.333465576171875,4.361351162195206
5,-0.07215209305286407,0.17576242983341217,4.682703018188477,7.338479995727539,46.746849060058594,7.8701090812683105,48.788063049316406,9.226818084716797,2.7229304909706116
6,-0.052854929119348526,0.13470827043056488,4.68233060836792,7.31773042678833,46.66273498535156,7.869508743286133,48.881988525390625,9.107170104980469,2.5625006705522537
7,-0.0504789799451828,0.08977053314447403,4.6935954093933105,7.317709445953369,46.64897155761719,7.835930347442627,48.77593231201172,9.004091262817383,2.386587142944336
8,-0.08497654646635056,0.04011134058237076,4.705287456512451,7.293362140655518,46.589412689208984,7.8422465324401855,48.91443634033203,8.886200904846191,2.4303161799907684
9,-0.08700007200241089,0.008222349919378757,4.706080436706543,7.270636081695557,46.44098663330078,7.842739582061768,49.01096725463867,8.776982307434082,2.334349513053894
10,-0.09585414081811905,0.06736015528440475,4.707369804382324,7.268214225769043,46.29093551635742,7.833684921264648,49.131141662597656,8.690380096435547,2.3549059629440308
11,-0.07354148477315903,0.10682143270969391,4.7193403244018555,7.255050182342529,46.243186950683594,7.8351545333862305,49.293006896972656,8.642784118652344,2.3032739460468292
12,-0.07296880334615707,0.1228775829076767,4.725435256958008,7.242712497711182,46.15753173828125,7.816502094268799,49.14475631713867,8.595502853393555,2.3563333451747894
13,-0.060676589608192444,0.15128497779369354,4.723423004150391,7.230049133300781,46.171119689941406,7.815202713012695,49.12934494018555,8.541472434997559,2.2635831236839294
14,-0.0998697355389595,0.16893264651298523,4.738653659820557,7.224724769592285,46.13878631591797,7.809838771820068,49.19952392578125,8.484455108642578,2.245795115828514
15,-0.12879933416843414,0.1572788655757904,4.721437931060791,7.222713470458984,46.08112335205078,7.814557075500488,49.20290756225586,8.431295394897461,2.2726221680641174
16,-0.1289149671792984,0.19652314484119415,4.732052803039551,7.220766067504883,46.048973083496094,7.810864448547363,49.208740234375,8.37565803527832,2.236170679330826
17,-0.12706999480724335,0.19459155201911926,4.7228569984436035,7.215286731719971,46.06864547729492,7.821203708648682,49.307960510253906,8.336865425109863,2.2317169904708862
18,-0.1264200508594513,0.19405454397201538,4.72234582901001,7.214706897735596,46.079124450683594,7.815275192260742,49.21270751953125,8.275063514709473,2.2306003123521805
19,-0.12682071328163147,0.17384961247444153,4.712984085083008,7.215571880340576,46.11004638671875,7.8070502281188965,49.15825653076172,8.228925704956055,2.22357714176178
20,-0.1295281946659088,0.16326019167900085,4.712290287017822,7.220517635345459,46.209922790527344,7.811154365539551,49.17987823486328,8.159929275512695,2.2137039601802826
21,-0.1309700608253479,0.14708159863948822,4.706557273864746,7.2163166999816895,46.28136444091797,7.814396858215332,49.236270904541016,8.092809677124023,2.223738893866539
22,-0.13138963282108307,0.14701081812381744,4.69835901260376,7.217104911804199,46.264713287353516,7.819517612457275,49.330726623535156,8.066815376281738,2.218637689948082
23,-0.1354316771030426,0.1616193950176239,4.69586181640625,7.20915412902832,46.214447021484375,7.801210403442383,49.155113220214844,7.988584518432617,2.208263173699379
24,-0.13715744018554688,0.15091992914676666,4.684448719024658,7.207853317260742,46.27967071533203,7.792273998260498,49.11985778808594,7.93899393081665,2.19492806494236
25,-0.13803313672542572,0.1423935443162918,4.692654609680176,7.210312366485596,46.25438690185547,7.796630859375,49.141685485839844,7.895617961883545,2.1923041194677353
26,-0.14330506324768066,0.14114266633987427,4.685072422027588,7.20508337020874,46.223594665527344,7.79347038269043,49.0863037109375,7.889852046966553,2.1901286840438843
27,-0.144291490316391,0.1289377361536026,4.683943271636963,7.205790996551514,46.20099639892578,7.796563148498535,49.119224548339844,7.929405212402344,2.188608795404434
28,-0.1441214680671692,0.12262026965618134,4.674531936645508,7.20790433883667,46.18961715698242,7.796201705932617,49.125892639160156,7.98524284362793,2.1863908022642136
29,-0.1441575288772583,0.11028958112001419,4.666604042053223,7.206113338470459,46.2234992980957,7.790473937988281,49.08866500854492,8.01347541809082,2.1830387264490128
30,-0.14419107139110565,0.10960529744625092,4.663562774658203,7.206890106201172,46.19028854370117,7.798142910003662,49.133426666259766,8.038617134094238,2.188391327857971
31,-0.14837001264095306,0.11658051609992981,4.659378528594971,7.1990556716918945,46.12519454956055,7.785173416137695,49.02830505371094,8.05894947052002,2.185352846980095
32,-0.15010890364646912,0.11112891882658005,4.649423599243164,7.1957831382751465,46.12492752075195,7.78713321685791,49.06650924682617,8.07766056060791,2.176349252462387
33,-0.14983057975769043,0.1095748320221901,4.6435322761535645,7.1955180168151855,46.152061462402344,7.783531188964844,49.052635192871094,8.106953620910645,2.174671992659569
34,-0.15011312067508698,0.11086093634366989,4.646747589111328,7.196226596832275,46.15625,7.783841133117676,49.05097198486328,8.137269973754883,2.1799017041921616
35,-0.15222881734371185,0.11093150824308395,4.641496658325195,7.194098949432373,46.136287689208984,7.780123710632324,49.04113006591797,8.16411018371582,2.1723846197128296
36,-0.15309475362300873,0.10201962292194366,4.637503147125244,7.195432186126709,46.15021514892578,7.776792526245117,49.01429748535156,8.191302299499512,2.1678733974695206
37,-0.1530594825744629,0.11105545610189438,4.631941318511963,7.194768905639648,46.15223693847656,7.781524658203125,49.02251434326172,8.199090957641602,2.1761418282985687
38,-0.15270063281059265,0.0999678298830986,4.621954441070557,7.194997787475586,46.147369384765625,7.775390625,49.0065803527832,8.215624809265137,2.163804844021797
39,-0.1562870442867279,0.0994505062699318,4.623913288116455,7.193838119506836,46.20878601074219,7.776015758514404,49.00586700439453,8.23816204071045,2.162828430533409
40,-0.15556223690509796,0.09160807728767395,4.61850118637085,7.192605972290039,46.16172790527344,7.77608060836792,49.00775146484375,8.253596305847168,2.1663330048322678
41,-0.1579931229352951,0.095868781208992,4.612014293670654,7.192526817321777,46.19258499145508,7.771145820617676,48.97319412231445,8.274275779724121,2.164285585284233
42,-0.1565832644701004,0.09199651330709457,4.609202861785889,7.190237045288086,46.19080352783203,7.76962423324585,48.972999572753906,8.281866073608398,2.1583072543144226
43,-0.16160321235656738,0.087535060942173,4.600779056549072,7.190664291381836,46.20886993408203,7.77018928527832,48.98738098144531,8.300540924072266,2.161375179886818
44,-0.16196392476558685,0.10129586607217789,4.602196216583252,7.195754528045654,46.232391357421875,7.768550395965576,48.97489929199219,8.313750267028809,2.1527367383241653
45,-0.15863972902297974,0.07592646032571793,4.596039295196533,7.194922924041748,46.28416442871094,7.767406940460205,48.989627838134766,8.313323974609375,2.1545039862394333
46,-0.168770894408226,0.08141500502824783,4.59358549118042,7.18986701965332,46.19521713256836,7.765432357788086,48.9349250793457,8.344261169433594,2.1564935445785522
47,-0.16545547544956207,0.06901981681585312,4.58638858795166,7.189905643463135,46.289955139160156,7.768587589263916,49.030941009521484,8.353943824768066,2.1579951345920563
48,-0.1693607121706009,0.0831427127122879,4.587457656860352,7.190004825592041,46.215240478515625,7.7644429206848145,48.97106170654297,8.377737045288086,2.162625178694725
49,-0.16895540058612823,0.07883449643850327,4.582399845123291,7.186530113220215,46.24146270751953,7.762486457824707,48.962345123291016,8.37620735168457,2.1487333178520203
50,-0.16767482459545135,0.07383838295936584,4.580519199371338,7.189386367797852,46.20167541503906,7.75991678237915,48.92418670654297,8.38902473449707,2.1572225838899612
