epoch,s_A,L_p,B_q,B_B,M_B,B_C,M_C,B_A,B_u,Loss
0,-0.05999999865889549,0.5889450907707214,1.3146312236785889,5.150399684906006,16.840335845947266,3.8559606075286865,11.665969848632812,9.680839538574219,3.6552271842956543,0
1,-0.01960425078868866,0.4607357978820801,1.2834556102752686,5.068832874298096,16.52655792236328,3.6796023845672607,11.272327423095703,9.52104663848877,3.5399863719940186,5.712603963911533
2,-0.016228653490543365,0.42519617080688477,1.2810980081558228,5.058716773986816,16.4320125579834,3.64638614654541,11.369222640991211,9.36178207397461,3.4834976196289062,0.8518851231783628
3,-0.027777932584285736,0.41250911355018616,1.2779003381729126,4.990882396697998,16.2816104888916,3.6246628761291504,11.225736618041992,9.203572273254395,3.429367780685425,0.5223137745633721
4,-0.026084117591381073,0.41129812598228455,1.2772494554519653,5.005448341369629,16.334110260009766,3.647686719894409,11.380668640136719,9.047215461730957,3.4067609310150146,0.3068019123747945
5,-0.02295478992164135,0.4133787453174591,1.280177354812622,5.005797386169434,16.358095169067383,3.674525260925293,11.471748352050781,8.892010688781738,3.3775618076324463,0.23755659721791744
6,-0.012529938481748104,0.42028120160102844,1.2840551137924194,5.013716220855713,16.3931884765625,3.7071261405944824,11.59721565246582,8.738977432250977,3.3503642082214355,0.18846849352121353
7,-0.004242609720677137,0.4242967665195465,1.2900748252868652,5.025441646575928,16.428035736083984,3.747825860977173,11.741683959960938,8.58724594116211,3.3168559074401855,0.14416248770430684
8,-0.005662170704454184,0.4238012135028839,1.2952163219451904,5.0327677726745605,16.44000244140625,3.769279956817627,11.819341659545898,8.436627388000488,3.293388605117798,0.14019271271536127
9,-0.0035288198851048946,0.41376808285713196,1.2980380058288574,5.035366058349609,16.434633255004883,3.771589756011963,11.834714889526367,8.286406517028809,3.278674840927124,0.15123786742333323
10,-0.004055527970194817,0.38340452313423157,1.2946927547454834,5.030117988586426,16.407329559326172,3.7513585090637207,11.776283264160156,8.137389183044434,3.2714667320251465,0.5758188285399228
