epoch,s_A,L_p,B_q,B_B,M_B,B_C,M_C,B_A,B_u,Loss
0,-0.03999999910593033,0.7363404631614685,1.3172430992126465,3.189419746398926,10.410053253173828,4.76479434967041,15.39291000366211,9.678548812866211,2.0796587467193604,0
1,-0.03924887627363205,0.8827420473098755,1.3266348838806152,3.057021379470825,9.88337516784668,4.605985641479492,14.752180099487305,9.602124214172363,1.9861828088760376,4.044859308749437
2,-0.013272063806653023,0.954129695892334,1.342281460762024,3.019017457962036,9.808576583862305,4.537031173706055,14.648265838623047,9.591812133789062,1.8400728702545166,0.6248089801520109
3,0.006791028659790754,0.9474655389785767,1.345023274421692,3.017401695251465,9.864289283752441,4.506251335144043,14.661246299743652,9.592565536499023,1.7552824020385742,0.5859012026339769
4,0.029874511063098907,0.918572723865509,1.3409041166305542,3.033691644668579,10.0147705078125,4.516647815704346,14.67520523071289,9.456647872924805,1.6734966039657593,0.4927330669015646
5,0.04140195995569229,0.905677080154419,1.332902431488037,3.0603713989257812,10.184723854064941,4.551165580749512,14.71826171875,9.28675651550293,1.615808129310608,0.2914962489157915
6,0.05711984634399414,0.8936989903450012,1.3286125659942627,3.0672495365142822,10.17210578918457,4.558969497680664,14.679275512695312,9.17717170715332,1.6114176511764526,0.10616309870965779
7,0.037858329713344574,0.9049479961395264,1.3270827531814575,3.074352979660034,10.186695098876953,4.565609931945801,14.677868843078613,9.068017959594727,1.6282495260238647,0.08889562007971108
8,0.0333152674138546,0.8970496654510498,1.3218568563461304,3.0821235179901123,10.194418907165527,4.5723137855529785,14.67628288269043,8.951093673706055,1.648282766342163,0.09675712266471237
9,0.038468874990940094,0.8868094086647034,1.316866397857666,3.0900518894195557,10.203612327575684,4.580499649047852,14.689164161682129,8.835773468017578,1.6610978841781616,0.0931820988189429
10,0.02578824944794178,0.8908070921897888,1.3200534582138062,3.095957040786743,10.211463928222656,4.585709571838379,14.7021484375,8.730076789855957,1.6654900312423706,0.09723233850672841
