epoch,s_A,L_p,B_q,B_B,M_B,B_C,M_C,B_A,B_u,Loss
0,0.0,0.726470947265625,1.4635363817214966,3.94048810005188,13.03361701965332,3.283799886703491,10.625483512878418,9.067243576049805,2.2500977516174316,0
1,-0.02101205103099346,0.8189500570297241,1.4432049989700317,3.993130683898926,13.542312622070312,3.340329170227051,10.97177791595459,8.967483520507812,2.2492849826812744,3.0387313291430473
2,0.005294395610690117,0.8201507925987244,1.4062367677688599,4.1701340675354,14.46243667602539,3.5928192138671875,11.63018798828125,8.894370079040527,2.2215676307678223,0.3414527610875666
3,0.03695756569504738,0.775638997554779,1.3726444244384766,4.230510711669922,14.725031852722168,3.696774959564209,11.927473068237305,8.842512130737305,2.2089085578918457,0.08947238465771079
4,0.031651511788368225,0.7983773350715637,1.3823026418685913,4.230391979217529,14.71838665008545,3.7051758766174316,11.962631225585938,8.81863021850586,2.2001357078552246,0.16730374877806753
5,0.03146927431225777,0.816881000995636,1.3913064002990723,4.211367130279541,14.637214660644531,3.6703433990478516,11.889211654663086,8.808025360107422,2.203768491744995,0.1295677576563321
6,0.028209025040268898,0.8254328370094299,1.3952833414077759,4.188538074493408,14.575064659118652,3.6438262462615967,11.842145919799805,8.784745216369629,2.200863838195801,0.052807221189141273
7,0.026465024799108505,0.826939046382904,1.3959063291549683,4.169870376586914,14.501731872558594,3.622455596923828,11.801046371459961,8.761157035827637,2.201841354370117,0.056501358514651656
8,0.024788951501250267,0.8276776671409607,1.3960628509521484,4.152095317840576,14.431825637817383,3.6055290699005127,11.77493667602539,8.734122276306152,2.2010791301727295,0.05751642235554755
9,0.029276296496391296,0.8180883526802063,1.391108512878418,4.136242866516113,14.397523880004883,3.59179425239563,11.763402938842773,8.711030006408691,2.201458215713501,0.06402294588042423
10,0.021969454362988472,0.8297535181045532,1.3966608047485352,4.121941089630127,14.355340957641602,3.5719664096832275,11.722406387329102,8.693047523498535,2.2008790969848633,0.07422733944258653
