epoch,s_A,L_p,B_q,B_B,M_B,B_C,M_C,B_A,B_u,Loss
0,0.0,1.6859674453735352,3.8404839038848877,9.011418342590332,58.07878875732422,7.910480499267578,53.77408981323242,9.630208969116211,7.407377243041992,0
1,-0.08435728400945663,1.560485601425171,3.5270206928253174,8.444872856140137,54.0009880065918,7.525993347167969,50.555633544921875,9.179152488708496,5.9406304359436035,246501.3566185601
2,-0.048408713191747665,1.658187747001648,3.403031826019287,8.395890235900879,53.289310455322266,7.593646049499512,50.90864562988281,9.009686470031738,5.85319709777832,0.8847132866479912
3,-0.003884010948240757,1.7340753078460693,3.269334316253662,8.364790916442871,53.20068359375,7.620743274688721,50.9740104675293,8.872968673706055,5.69449520111084,0.46870987208522097
4,-0.005083650816231966,1.7636643648147583,3.2324113845825195,8.362889289855957,53.1075325012207,7.61372184753418,50.955650329589844,8.72170352935791,5.603433132171631,0.35081280767917633
5,-0.006263401824980974,1.801170825958252,3.1669836044311523,8.354596138000488,52.96949005126953,7.60597038269043,50.911643981933594,8.548747062683105,5.466713905334473,0.3243681542119201
6,-0.007729238364845514,1.849843144416809,3.098904609680176,8.348546028137207,53.012290954589844,7.5899577140808105,50.78943634033203,8.385875701904297,5.356260299682617,0.3114452920093828
7,-0.005168115720152855,1.8439486026763916,3.0697903633117676,8.346040725708008,52.89189529418945,7.57670259475708,50.71538543701172,8.211060523986816,5.240797519683838,0.2829440109887902
8,-0.005109864287078381,1.8756991624832153,2.995946168899536,8.33364200592041,52.76927185058594,7.564774036407471,50.62709426879883,8.014371871948242,5.1823883056640625,0.2741918985028656
9,-0.005110455211251974,1.8412957191467285,2.955150604248047,8.321685791015625,52.61833953857422,7.551806926727295,50.53517150878906,7.804537773132324,5.180492401123047,0.2631201585944818
10,-0.006003659218549728,1.9031803607940674,2.8812026977539062,8.309075355529785,52.452571868896484,7.535313129425049,50.43959426879883,7.665982246398926,5.207877159118652,0.2609661662456941
11,-0.0035062693059444427,1.8969277143478394,2.8091328144073486,8.295393943786621,52.25881576538086,7.528140544891357,50.38103103637695,7.588737964630127,5.193485736846924,0.2523219329970224
12,-0.0035774437710642815,1.8837157487869263,2.768134117126465,8.294471740722656,52.234432220458984,7.513348579406738,50.28103256225586,7.510760307312012,5.183717250823975,0.24583987876468774
13,-0.002050063107162714,1.8505260944366455,2.7597968578338623,8.281635284423828,52.058860778808594,7.4954047203063965,50.146270751953125,7.429093837738037,5.220336437225342,0.23738441722733633
14,-0.008548147045075893,1.8238966464996338,2.70333194732666,8.274331092834473,51.954742431640625,7.486356735229492,50.08189010620117,7.339046955108643,5.2004876136779785,0.23449845900949168
15,-0.00597992492839694,1.7993820905685425,2.6620006561279297,8.25699520111084,51.77796936035156,7.476010799407959,49.994956970214844,7.250163555145264,5.22225284576416,0.2265639300553166
16,-0.003450393443927169,1.787211537361145,2.612929105758667,8.241646766662598,51.6043701171875,7.461306095123291,49.87396240234375,7.154027462005615,5.21436071395874,0.22126649426562445
17,-0.009818006306886673,1.7337511777877808,2.617680311203003,8.236128807067871,51.505271911621094,7.439013957977295,49.70561218261719,7.050267219543457,5.242121696472168,0.21500590778127007
18,-0.006898263934999704,1.7212777137756348,2.601428270339966,8.233858108520508,51.39067077636719,7.434848308563232,49.670379638671875,6.94516134262085,5.234564781188965,0.2071169225537047
19,-0.006054106634110212,1.6884170770645142,2.5789122581481934,8.21601390838623,51.243446350097656,7.417430400848389,49.52885437011719,6.840538024902344,5.251463413238525,0.20486885925032655
20,-0.005921263247728348,1.6533889770507812,2.5743813514709473,8.202277183532715,51.180335998535156,7.411297798156738,49.474815368652344,6.7249040603637695,5.262660503387451,0.19832070977712163
21,-0.012201235629618168,1.6456143856048584,2.530076026916504,8.195727348327637,51.06836700439453,7.385786056518555,49.26946258544922,6.600063800811768,5.2335991859436035,0.1990075216305499
22,-0.004593345336616039,1.637939453125,2.5120933055877686,8.184215545654297,50.994712829589844,7.375884056091309,49.18042755126953,6.478687763214111,5.227059364318848,0.19309771562717398
23,-0.00900479219853878,1.6124870777130127,2.4959428310394287,8.168292045593262,50.79100799560547,7.359523296356201,49.02989196777344,6.351197242736816,5.245748519897461,0.18629515612003755
24,-0.005551845300942659,1.548019289970398,2.4961681365966797,8.163619995117188,50.71031951904297,7.3421525955200195,48.88557434082031,6.215234279632568,5.202739238739014,0.17770298334712886
25,-0.009263673797249794,1.5596035718917847,2.4888360500335693,8.144580841064453,50.52330017089844,7.341696739196777,48.935630798339844,6.079498767852783,5.200666427612305,0.17385222177420342
26,-0.004511734005063772,1.540265679359436,2.4620254039764404,8.118980407714844,50.321266174316406,7.326402187347412,48.77974319458008,5.915376663208008,5.176548004150391,0.170917381361431
27,-0.007406987715512514,1.5133330821990967,2.4826159477233887,8.114896774291992,50.358619689941406,7.314479827880859,48.709716796875,5.782445430755615,5.13248348236084,0.16294704841411844
28,-0.010104808956384659,1.5428460836410522,2.4474053382873535,8.090282440185547,50.11228942871094,7.29069709777832,48.49293518066406,5.601522445678711,5.112682342529297,0.1632423966514821
29,-0.006949892267584801,1.5140509605407715,2.4422340393066406,8.071331977844238,49.901329040527344,7.273439884185791,48.35089111328125,5.451615333557129,5.117736339569092,0.15218604203997826
30,-0.0032303251791745424,1.4844483137130737,2.429384469985962,8.059430122375488,49.822200775146484,7.247994422912598,48.124855041503906,5.299689769744873,5.101912975311279,0.14413877652615917
